Column1;energy;valence;spotify_id;name;artists;duration
30885;0.88;0.632;4zN7Kfk6s75jBOEehLHzV2;Não Parei De Sofrer;Gustavo Mioto;176395.0
30887;0.699;0.636;7graPn87bYFxTLNnRnFDMZ;Não Sei o Que Lá;Marília Mendonça,Maiara & Maraisa;169586.0
30890;0.772;0.591;4P7IXYPAkinTdZrBF5bGWp;Você Beberia Ou Não Beberia?;Zé Neto & Cristiano;154662.0
30909;0.902;0.839;1JQ1OE5so1Lkoz3M6QSQ5R;Zero Saudade - Ao Vivo;Os Barões Da Pisadinha,Maiara & Maraisa;184640.0
30912;0.786;0.862;2Jicv8WBaOVTAbcfvtbPPI;Você Não Nem Eu - Ao Vivo;Diego & Arnaldo,Tarcísio do Acordeon;187563.0
30916;0.517;0.524;6RvHdETwfSOnZsDjqQWhPo;Modo Avião - Ao Vivo;DENNIS,Luíza & Maurílio;160192.0
30939;0.899;0.612;2pBEAodCImE4LgbKAG4bfz;Último Beijo;Bruno & Marrone,Wesley Safadão;181279.0
30968;0.62;0.962;7GLWWrk1YlkPYqJK3ynIA0;Lance Individual;Jorge & Mateus;164459.0
31002;0.605;0.683;37jBMxVNUsWjiOcIipndcj;Passarinho Que Voa - Ao Vivo;Lauana Prado,Fernando Zor;204881.0
31261;0.741;0.868;6t5i24TrOxQurFAR4ewdqa;Ship of Lies;Danko Jones;215360.0
31298;0.54;0.415;4fouWK6XVHhzl78KzQ1UjL;abcdefu;GAYLE;168602.0
31300;0.859;0.822;6bQfNiqyCX7UaQSvVVGo4I;Shivers;Ed Sheeran;207853.0
31365;0.272;0.218;61W7tEpxEfmizp6V5ZRN10;favorite crime;Olivia Rodrigo;152667.0
31439;0.441;0.811;66KgSwQE4UmJttgfYiaR5I;It's Too Late;Carole King;233173.0
31449;0.295;0.381;5pQPIO8TU5l6CG50m6097l;She's Always a Woman;Billy Joel;199333.0
31456;0.237;0.334;71u5Z6SNQR4d5SEm1gr9Md;Gold;Jake Isaac,India.Arie;211000.0
31494;0.443;0.421;00xsWxrnp7wT3kI5AZqQIU;New Person, Old Place;Madi Diaz;246227.0
31565;0.837;0.244;0q5xRODc3CcDS48dPaHjA7;99 Red Balloons;Goldfinger;242133.0
31630;0.99;0.37;4UZutjK0kmuGpsTJddEGwd;'Merican;Descendents;111200.0
31644;0.98;0.455;6fEztciYVlIyWTBe66clVj;All My Friends Are Dead;Turbonegro;158427.0
31658;0.947;0.338;2TJqTvzycPZiHcTSgih4d9;Re-Education (Through Labor);Rise Against;222453.0
31663;0.924;0.58;1DUnypzbJM62r6UOoHm6Qi;Lifestyles of the Rich & Famous;Good Charlotte;190267.0
31671;0.931;0.787;49KsGRK6Pq6pjlGvBQ8NoQ;Lie to Me;Less Than Jake;218241.0
31677;0.967;0.431;1VpTwecl7EbQiGyVsvwFQE;When Your Heart Stops Beating;44;192787.0
31708;0.894;0.195;7CSTVNXkW2AbmNktlP1hi2;Touch off;UVERworld;258707.0
31723;0.97;0.441;55n4sFy8tjysBcCjQFwX3A;CORE PRIDE;UVERworld;258693.0
31742;0.825;0.964;23ocdrkMsbIT8Y5zYYFGLR;Funky Fire;The Aggrolites;250987.0
31746;0.488;0.88;6gyKNejreOJfwfeQQ7fNVw;Swing Easy;The Skatalites;382773.0
31755;0.8;0.561;5tHp131qFB3T7e01x1xsO2;ODD FUTURE;UVERworld;226493.0
31772;0.914;0.963;7v9tpAyVYvIueLtl82bMIz;Road Rash;Mad Caddies;121667.0
31806;0.961;0.582;0vgQEQxb49LCKEH5Gg7E4z;ROB THE FRONTIER;UVERworld;232773.0
31808;0.681;0.911;2PdIo7ewQPuAsP99LVg9uy;Wrong Way;Sublime;136147.0
31825;0.894;0.604;7vPKB0XXYhWsTjyZ8DAId8;Colors of the Heart;UVERworld;232000.0
31834;0.949;0.535;6a8zOePRBenXtHq2AY49xB;一滴の影響;UVERworld;291800.0
31971;0.0666;0.0389;57A6HbITtifBco2NbF7Qq8;Berlin;RY X;174172.0
31975;0.0182;0.114;2QFyOnJfJ49OnNgMvKXvTM;Turning Page;Sydney Rose;218452.0
32072;0.0278;0.0613;425G4XZZWnDAc46xiDF8i8;And Then There Was Peace;Anton Fargau Petrini;152400.0
32168;0.563;0.527;4jNRzwGdqkcF11lAvdVHu2;One More Weekend;Maude Latour;142830.0
32184;0.382;0.126;5q4BpnMrYEFzLO0dYODj6J;The Louvre;Lorde;271088.0
32216;0.297;0.511;4xUlOxwGkdhsQuirAp5RfV;Moonshadow;Yusuf / Cat Stevens;172533.0
32219;0.511;0.73;6RiS7zda9WbHDrT9SAO3X9;Sundown;Gordon Lightfoot;213933.0
32229;0.33;0.395;19slC7k8bsPOAKDjHYLU2W;Father And Son;Yusuf / Cat Stevens;221000.0
32252;0.576;0.645;7onOpypcFWFc2YjMIcJnx9;I Feel the Earth Move;Carole King;178560.0
32254;0.581;0.318;01UYpHuzHi4eB9PAbDoPY2;Summer Breeze;Seals and Crofts;205480.0
32318;0.869;0.597;5OELUCYgOHKFAvCERnAvfS;More Than My Hometown;Morgan Wallen;216573.0
32341;0.484;0.44;07J2YnBDALX80kWIdQoK7Q;Until You;AHI;198653.0
32346;0.483;0.176;35IcAVSMsU9qzHfpPbvC8A;Feels Like;Gracie Abrams;152318.0
32357;0.432;0.772;2cKHnVTfjxDaDYnMUyhZwU;More Like You;Orla Gartland;220209.0
32359;0.272;0.482;6spkJelK61dvwggDt6WTOr;Hollow;Mills;183387.0
32361;0.649;0.659;5F6pKHfkoVRNTNyQKOgw5v;Five N' Dime;Mills;173133.0
32371;0.386;0.269;65cQkOFngSgj37Gnzp4ry4;Surrender;Birdy;234240.0
32387;0.373;0.623;0DcrhZ12WcCqruCs8ibXSf;I Can See Clearly Now - Edit;Johnny Nash;164733.0
32389;0.454;0.42;2CtJDDZiXVryDNAlsGyK5W;Sword from the Stone;Passenger;201720.0
32395;0.429;0.627;7H3ojI1BsVy0dEJENqMt1k;By Your Side;Sade;274933.0
32430;0.446;0.211;6myjRCWhMVgwgJEYNIGah3;Turning Tables;Adele;250000.0
32597;0.174;0.296;17oLsEzzlGFlrBKViCzmGc;Merry Christmas Mr. Lawrence;Ryuichi Sakamoto;286667.0
32614;0.577;0.52;0Wj7EzpRCrfbHbHj0koVdl;Discombobulate;Hans Zimmer;144933.0
32615;0.012;0.0578;7MGFhIe9CBI5baTwLMj7iE;A Gift Of A Thistle;James Horner,London Symphony Orchestra;97667.0
32654;0.514;0.387;7lQWRAjyhTpCWFC0jmclT4;Gangsta's Paradise;Coolio,L.V.;240693.0
32663;0.397;0.246;3z8h0TU7ReDPLIbEnYhWZb;Bohemian Rhapsody;Queen;354947.0
32665;0.846;0.738;3m0y8qLoznUYi73SUBP8GI;Ghostbusters;Ray Parker Jr.;245253.0
32668;0.813;0.707;2MGRnjJc7C0z3EOEWRqcMw;Love Is Gone - Fred Riester & Joachim Garraud Radio Edit Remix;David Guetta,Chris Willis,Fred Riester,Joachim Garraud;199387.0
32795;0.69;0.66;7qCAVkHWZkF44OzOUKf8Cr;El Perdón (with Enrique Iglesias);Nicky Jam,Enrique Iglesias;205907.0
32801;0.802;0.863;7CUYHcu0RnbOnMz4RuN07w;Despacito (Featuring Daddy Yankee);Luis Fonsi,Daddy Yankee;228200.0
32808;0.809;0.825;2C2TGgFzrTRIOdQS1vUN5h;Ginza;J Balvin;171093.0
32827;0.573;0.332;2H27WSgUMbuIpGW7epu0IP;Coño;Puri,Jhorrmountain,Adje;137595.0
32829;0.836;0.874;2AY1UAimvTqjJC8vDJsOyy;Mayores;Becky G,Bad Bunny;203187.0
32831;0.722;0.892;7Anr3v1UK6i30ef6coGQp7;Sofia;Alvaro Soler;210133.0
32838;0.745;0.79;62vDrkBEyJYEOFj1ScBqM7;Sin Pijama;Becky G,Natti Natasha;190160.0
32839;0.805;0.555;1s2B5cndbqK8rPJEIcKJRQ;Vaina Loca;Ozuna,Manuel Turizo;176133.0
32844;0.751;0.491;3GPI7hYiqD6enLRobhkBm8;Summer Air;ItaloBrothers;183587.0
32851;0.916;0.96;4NDHYPVJ5zLnR8yYZsMDsu;Rueda;Chimbala;210528.0
32852;0.696;0.781;3mQ6SLdxxaL52Yte7KF2Ks;Morado;J Balvin;200667.0
32858;0.911;0.624;58gqyeFXhOttZW3yetJGPN;Reggaetón Lento (Remix);CNCO,Little Mix;188800.0
32863;0.804;0.426;6ifUES3keWjwXgae8pXI3o;Me Rehúso;Danny Ocean;205715.0
32878;0.825;0.789;0LQ1J0BCzA2qnAgp9MkkNE;MALA;6ix9ine,Anuel AA;206550.0
32888;0.757;0.858;5u5MvmVtitax9R1Mxh3reC;Dile Que Tu Me Quieres;Ozuna;226520.0
32891;0.902;0.286;4KkUjFkcQvGvWekl8RATDn;BEBE;6ix9ine,Anuel AA;217822.0
32907;0.791;0.618;1LIqNVhaIgxXUt2eVoIQJ3;HP;Maluma;184436.0
32956;0.463;0.397;5DqdesEfbRyOlSS3Tf6c29;It's You;Ali Gatie;212607.0
33119;0.403;0.382;6E44XejBm1JxzOSj1Sfdbl;Roots;Kupla;138947.0
33295;0.551;0.66;472vIK1ldetTxRxG3ovaiY;Glad You Exist;Dan + Shay;144533.0
33297;0.72;0.649;6KL88T4Ma4ABXqzgUoEwkd;Run;OneRepublic;168260.0
33313;0.57;0.527;2mCF8L0brIs88eH6Kf2h9p;Fast Car;Jonas Blue,Dakota;212424.0
33329;0.792;0.96;5M830cD7MNeiiwIGHzH9TV;Bailando - Spanish Version;Enrique Iglesias,Descemer Bueno,Gente De Zona;243387.0
33336;0.682;0.875;0RmXtDH1cBMGImRrmn5xL6;Turn Me On;Kevin Lyttle;192107.0
33338;0.68;0.656;7oGZAicScQt96OAW4AruYy;Want to Want Me;Jason Derulo;207719.0
33342;0.766;0.6;5uImkHXfTLkNYwemtGH7kB;We Found Love;Rihanna,Calvin Harris;215227.0
33356;0.443;0.354;7I6DceMT3utDOHjcYCbrr4;Don't Matter;Akon;293053.0
33360;0.451;0.406;7GJClzimvMSghjcrKxuf1M;Budapest;George Ezra;200720.0
33374;0.819;0.44;3m6vIFTjiOc6pZgTgdQpuH;Heaven Is a Place on Earth;Paratone,kaii;160446.0
33385;0.864;0.439;6pIZ0u32c2Lku8PmCWtnMy;King;Years & Years;213424.0
33390;0.435;0.166;6ngjb2Je6gEjjVOOQpWSWG;Because You Move Me;Tinlicker,Helsloot;196375.0
33443;0.541;0.381;5z6EPdjpZbeKZXB3aqdqyH;74 BARS;Z.E;173301.0
33545;0.495;0.53;7r5bS08R8d0jZuDZutVeHQ;Gimme! Gimme! Gimme! (A Man After Midnight);ABBA;294347.0
33557;0.688;0.937;6gQr12sFsDaW6YWEbh4rmH;Lovefool - Radio Edit;The Cardigans;196627.0
33561;0.725;0.43;6tCLQ3LO1V9l6qdrrwdV6q;My Silver Lining;First Aid Kit;215493.0
33562;0.583;0.337;78TnMTAFmWUWWCgNXR7D3K;Listen To Your Heart;Roxette;328093.0
33573;0.905;0.838;4ih3lGfYGoqe22pok4wdgB;I Love It (feat. Charli XCX);Icona Pop,Charli XCX;155337.0
33576;0.7;0.634;64LqowqBTOojXUsGoxp6JH;Ruin My Life;Zara Larsson;190932.0
33738;0.535;0.687;6eTZyUjg4ZoGElNcAINIwJ;Tainted Love;Soft Cell;160400.0
33768;0.761;0.114;7JGqMDWHnRNjdsAsjWNAAK;Close To Me;Josha Daniel;265561.0
33778;0.91;0.767;7kzKAuUzOITUauHAhoMoxA;Last Nite;The Strokes;193051.0
33781;0.918;0.24;3n3Ppam7vgaVa1iaRUc9Lp;Mr. Brightside;The Killers;222200.0
33783;0.821;0.842;5dKBaysNJtfpyNTRa5lqDb;A-Punk;Vampire Weekend;137760.0
33784;0.815;0.586;1bCmvezFg5MRcENzCGG1Cy;Chelsea Dagger;The Fratellis;215307.0
33786;0.939;0.448;0N5x5UmYcbBeHFJtCCqf62;Ruby;Kaiser Chiefs;204200.0
33792;0.779;0.11;2PcMytOXfhvDm5XaXn8SPQ;The Funeral;Band of Horses;322227.0
33793;0.835;0.719;1mvyqSb1tOvtVP1qfWEyPa;1901;Phoenix;193120.0
33796;0.466;0.303;3m6KkYKdnbffMpGd9Pm9FP;Seven Nation Army;The White Stripes;231920.0
33804;0.888;0.553;2lwwrWVKdf3LR9lbbhnr6R;Float On;Modest Mouse;208467.0
33813;0.947;0.859;3D4NfLvG99xCEZnL6MHZ84;Bandages;Hot Hot Heat;212333.0
33814;0.665;0.422;7JdiXX87BugXUDhQ89GEc8;Deep End - SIDEPIECE Remix;John Summit,SIDEPIECE;196667.0
33822;0.629;0.362;0JoaFxLgrqbWutREzcZBzS;One Dance;Drake,WizKid,Kyla;173975.0
33831;0.791;0.487;0ug5NqcwcFR2xrfTkc7k8e;Style;Taylor Swift;231000.0
33868;0.817;0.623;1EyceZltY7ovR0tNa5D8jR;Save Your Tears;The Weeknd;215627.0
33885;0.505;0.267;2ouNoo43UNurALLYLCapJv;Lie;Sasha Alex Sloan;209133.0
33906;0.712;0.32;1eyzqe2QqGZUmfcPZtrIyt;Midnight City;M83;241440.0
33908;0.825;0.707;5JtPGzRgrWxkXX9LoROq3d;1901;Phoenix;193107.0
33965;0.727;0.342;5Sg09MvHqNWPWsYeuY2toY;Blinding Lights;The Weeknd;200046.0
33983;0.943;0.965;7uHO4AmKtyGa5v5fsElGoC;You Spin Me Round (Like a Record);Dead Or Alive;199667.0
33985;0.61;0.781;0uI4aw6ms90qFNawk9H9CO;Need You Tonight;INXS;181240.0
34007;0.687;0.308;4ipnJyDU3Lq15qBAYNqlqK;Mi Gente;J Balvin,Willy William;189440.0
34015;0.687;0.965;4d6eqRtpDX7tydHJGDZUBQ;She Drives Me Crazy;Fine Young Cannibals;215773.0
34037;0.883;0.709;0AUIjHlr9KfbVoemhhxHS6;Yeah 3x;Chris Brown;241093.0
34170;0.436;0.272;7ueP5u2qkdZbIPN2YA6LR0;Sail;AWOLNATION;259093.0
34192;0.953;0.374;3yAd0op89gxqcAN9y1HLqf;The Pentagram Burns;Satyricon;338880.0
34223;0.368;0.528;25aMcOH9KVYjllvlupKyJj;The Only Living Boy in New York;Simon & Garfunkel;237360.0
34238;0.74;0.376;5I3jKRlR8WS0xYYamnAhpG;Diferente;Gotan Project;279880.0
34265;0.817;0.477;314QzMOrpNUqWBUozYshf6;Buttons;The Pussycat Dolls;225560.0
34423;0.916;0.658;1HOlb9rdNOmy9b1Fakicjo;#SELFIE;The Chainsmokers;183750.0
34441;0.957;0.432;4grSCKzUQcypbNq26xQFGS;Finder - Carl Cox Remix Edit;Ninetoes,Carl Cox;206493.0
34454;0.733;0.457;5nHc8CmiPllMzHbJhhx3KS;Under Dark - Innellea Remix;Monolink,Innellea;405887.0
34538;0.632;0.305;6lILoANJl01AN5ILMY8HPT;Pon De Replay;THYPONYX,Emie;200727.0
34654;0.903;0.084;22PEA9hscWITQmbUFg0Jas;Lost In Space;Armin van Buuren,Jorn Van Deynhoven;201304.0
34745;0.859;0.568;1Bjs3e2KnzkkfmAIWoRucd;Loneliness;Tomcraft;357587.0
34769;0.941;0.117;577zs2zO9oPz3E3YlVJ90v;Life Eternal;Mayhem;417253.0
34802;0.765;0.497;4qAu9FbxaULlca8tvHI8Tl;Sonic Empire - Short Mix;Members Of Mayday;239462.0
34818;0.964;0.0599;1r20gcDzos0cyDgPSDU2bB;Pagan Fears;Mayhem;380853.0
34859;0.947;0.0728;2wy29RBixBECDOsXuBs7md;Free Tibet - Vini Vici Remix;Hilight Tribe,Vini Vici;474783.0
34904;0.399;0.437;522A3dgrvWe27tK3L3gbYF;Johnson;Kruder & Dorfmeister;338707.0
35065;0.784;0.419;5ZI9ZXX5dLkpLqSEbrtalQ;Kiara;Bonobo;230307.0
35066;0.59;0.625;3oBbsA0Etxg0doF0b4nrd0;Blood Like Lemonade;Morcheeba;293307.0
35083;0.467;0.359;07iD4QakKODQeFo9e3WAoy;Bloodstream;Stateless;313800.0
35086;0.835;0.185;5rDgjcCHR1OqK8txXcccbR;Mad About You;Hooverphonic;223907.0
35125;0.607;0.779;4uXRGIjbWgpYO9R1bIqQ1h;Overcome;Tricky;270093.0
35126;0.0116;0.0364;3srcCsCjdbsXQKoWLCXFe5;Any Other Name;Thomas Newman;245992.0
35127;0.292;0.166;6oRbm1KOqskLTFc1rvGi5F;Roads;Portishead;305160.0
35154;0.291;0.363;4GC6X2HV0D754ETdPT7Cck;The Wilhelm Scream;James Blake;273840.0
35163;0.599;0.752;61UKB3RHDth5QDO1dRWJ7v;Overcome;Tricky;270093.0
35181;0.504;0.255;7JoivGLPkTK2XK0zIi7lxz;Contemplating Jazz;Attica Blues;346307.0
35228;0.311;0.366;7q2sEuXOxlaCetjxL7U5Dx;Stillness;Joshua Woolf;164862.0
35357;0.682;0.569;5uthOdD4D43B9zHGK4jTxW;Yaram Taze;Umut Timur;209744.0
35449;0.675;0.585;6aiXz8g7wNW7wzUfOb5Uw9;Kaç Kere;Hasibe,Umut Timur;208109.0
35452;0.565;0.585;3i0iCqHPSuO89pN8C3kOQA;Basma;Umut Timur;168053.0
35495;0.925;0.816;5iKzAnS1BY583HpwxHIz1m;Dansöz;Serdar Ortaç;316320.0
35508;0.916;0.937;4WwgpNhRODXlLP6KjfDoIc;Katmer Katmer;Lara;272493.0
35545;0.864;0.92;5yagW109ldFciQ3YAT6E75;Dudu;Tarkan;277917.0
35548;0.824;0.832;5MOpVA2R97YZ8P1DiVLFlr;Aya Benzer;Mustafa Sandal;231867.0
35549;0.821;0.705;41EfGbF3T66mbR67xvNYvm;Yakar Geçerim;Ajda Pekkan;264490.0
35597;0.931;0.0288;2H9dio3RZRAzUQwkVvoYJt;FN SCAR 16;Wiegedood;247410.0
35616;0.332;0.0766;2qLDW1igGgWNceQo0PFuDA;My Funny Valentine;New York Jazz Lounge;413067.0
35631;0.554;0.396;7hU3IHwjX150XLoTVmjD0q;MONEY;LISA;168228.0
35633;0.781;0.796;3XHJUG5I2zYqOEmEZUX68n;Thunderous;Stray Kids;183267.0
35636;0.959;0.644;14rWuS6yllHOdfZ8sZsZUj;Feel Special;TWICE;206868.0
35637;0.684;0.629;3lYHmpjkm95UbQz76S47xZ;Mixtape : OH;Stray Kids;212480.0
35639;0.749;0.424;0dnkOK5hGUCmIJ7FDF0yHz;DUMB DUMB;JEON SOMI;149447.0
35640;0.874;0.775;2FXd6kKCtBIc6UfN1gH1pA;FANCY;TWICE;213886.0
35642;0.653;0.85;7uQZVznj0uQOGC9KhV2Mg6;LALISA;LISA;200690.0
35654;0.663;0.753;1sHEEu15zcW0654NkXGyaZ;Make it;2PM;179707.0
35670;0.861;0.58;0M98PvIvx7vZ8LDpzMw1hB;Kill This Love;BLACKPINK;189052.0
35680;0.925;0.882;0LpNLPdGvZLATY6JgdbQzk;1er Gaou;Magic System;294200.0
35696;0.896;0.871;2qgudkFpaRq2YcJDWhKW44;Love and Death;Ebo Taylor;415090.0
35745;0.286;0.734;35XeE27rMH7TqEcu5Rq8Up;Hasta Que Pueda;Amanda Martinez;183867.0
35835;0.488;0.855;7wa4m54a8B6Gsb8trZRM5n;Petit pays;Cesária Evora;224507.0
35843;0.399;0.828;09jsAIZF9ThihIzdrw4KAS;Je pense à toi;Amadou & Mariam;316880.0
35848;0.279;0.509;2waQKyhYkF4GX2Qc1OsmrD;Savane;Ali Farka Touré;463267.0
35861;0.617;0.508;52OHoJqcLW5OPIruQKAxbU;Oba, Lá Vem Ela;Jorge Ben Jor;252507.0
35880;0.48;0.891;2gbs3AUT3cmt7smUhfGgRd;Il N'est Jamais Trop Tard;Cheikh Lô;270560.0
35881;0.436;0.606;6n33KqeNMDPdpxtBPy0Dkk;Zvichapera;Chiwoniso;245000.0
35882;0.628;0.605;4RWFpe13JjkIZqq3RL6vTd;Autumn Leaves;New York Jazz Lounge;243307.0
35883;0.188;0.602;4Xg2D5Hkr6aWKVJjkvzLCk;Deusa Do Amor;Moreno+2;297453.0
35894;0.819;0.754;1v0PEkhbTuoLSxeiXktmE3;Réu Confesso;Tim Maia;218733.0
35895;0.817;0.965;1y0goo3Emo8SprZRKRljkZ;Mother In Law;Sierra Leone's Refugee All Stars;316013.0
35908;0.809;0.82;2RBQAtDa21nzhSNdJwkopD;Essa Moça Tá Diferente;Chico Buarque;167880.0
35917;0.539;0.919;0jC3hOlfTzlfNIsMmK77aR;Que Beleza;Tim Maia;208573.0
36008;0.303;0.142;53QF56cjZA9RTuuMZDrSA6;I Won't Give Up;Jason Mraz;240166.0
36014;0.507;0.705;3g61xRaqII8q1wlQDzv550;Beautiful Soul;Boyce Avenue;216612.0
36018;0.611;0.627;6GfqnaPQDqtQ1SPPoRdW1b;You Are the Sunshine of My Life;New York Jazz Lounge;313787.0
36024;0.417;0.721;2qLMf6TuEC3ruGJg4SMMN6;Lucky;Jason Mraz,Colbie Caillat;191360.0
36094;0.376;0.157;1Daj0jU7z5Hl6urdEup9Mb;Body and Soul;New York Jazz Lounge;287747.0
36095;0.797;0.705;1VlDa8x3RGf9tsbtf7Me6C;Girl from Ipanema;New York Jazz Lounge;304653.0
36106;0.191;0.293;1oqnATF6AFH93dCBrDqBTP;Victory;The Avett Brothers;233333.0
36122;0.411;0.446;54e9O9Y8iG3CCjCEdeQ7yy;Marianne;Mipso;199477.0
36132;0.108;0.334;35rs6w32FH0qie0kLfdtla;Nebraska - Acoustic;Aoife O'Donovan;228627.0
36157;0.5;0.586;6io0LJIP9ntX35hTfaxwQG;Lay Down Sally;Eric Clapton;236093.0
36170;0.655;0.612;0O2SYh5AZ0y8MAPOVC4Mxz;Ball and Biscuit;The White Stripes;438551.0
36174;0.515;0.566;3RdQfyk7BBxxIx0zSnCBIw;The Hardest Button to Button;The White Stripes;212888.0
36205;0.676;0.273;6jHvX8ZnHKC1PnrPMJ0Emt;Cigarette Daydreams;Cage The Elephant;208760.0
36226;0.291;0.856;2dbfjsBbi3nt0a173iUumA;Merry Christmas Baby;Otis Redding;155560.0
36279;0.978;0.0388;5cgbNkNZrlMNAVSsn458ZW;Panzer Division Marduk;Marduk;159533.0
36312;0.995;0.262;48vDCZIRmrFO33fH4QU4ij;Smack My Bitch Up;The Prodigy;343387.0
36321;0.948;0.355;79CUrU5o2KAVDTNm4x3eGU;Firestarter;The Prodigy;279800.0
36417;0.543;0.467;7MDfN1ldfTMtuXXdVz2Pzc;Tears Dry On Their Own;Amy Winehouse;186440.0
36426;0.0427;0.0393;6CbdaG9zou8czkeNOITBYS;Rêverie, L. 68;Claude Debussy,Julian Lloyd Webber,Royal Philharmonic Orchestra,James Judd;240000.0
36428;0.104;0.0989;4Ihs5QBKqaVzRlfot22aKt;Nocturne;Alexander Borodin,Julian Lloyd Webber,Royal Philharmonic Orchestra,James Judd;245000.0
36446;0.369;0.182;2qGihe72sYAOwt2w5EjtNp;一千個傷心的理由;Jacky Cheung;276000.0
36451;0.282;0.282;6oNcphQ4QKhOK6QYgDmoht;分手總要在雨天;Jacky Cheung;287507.0
36469;0.256;0.163;67EvFED20jCOsM5Q1pghz7;有誰共鳴;Leslie Cheung;233933.0
36473;0.504;0.389;5CPHjDk6jPAWZuaE9aCg0F;暗裡著迷 - 粵;Andy Lau;228840.0
36475;0.402;0.243;5ezpe0WxjrTXSp82nJDnsM;沉默是金;Leslie Cheung;249667.0
36478;0.539;0.312;5xzZkUxAfcLnjN0UgxjrHb;早班火車;Beyond;351507.0
36492;0.393;0.352;0hEFpdoj2feFvKNs13MSwa;只是太愛你;Hins Cheung;248800.0
36513;0.548;0.759;3I3C1f1JzPPK6zTDSHDXTw;Where Love Lives (Come On In) - Classic Mix;Alison Limerick,Frankie Knuckles,David Morales;410427.0
36596;0.588;0.782;7hSRv9xcR0PxoaQvKcNUzh;Montero (Call Me By Your Name);Kidz Bop Kids;136570.0
36597;0.762;0.684;4PKFUjzkDLRpJRot0uHvD1;Astronaut In The Ocean;Kidz Bop Kids;134148.0
36599;0.88;0.828;2bgbIwR89iXwWD3qTpbeYr;Dynamite;Kidz Bop Kids;197508.0
36601;0.719;0.749;1WV3OOIydQj8G5ExZAnLtS;Mood;Kidz Bop Kids;119789.0
36602;0.709;0.773;1IkFKIYau1LPJm4T6dDTXk;Good 4 U;Kidz Bop Kids;166413.0
36613;0.85;0.405;7eKpWdTDReOTNn1mXPyuzf;PJ Masks Theme Song;PJ Masks;40000.0
36626;0.194;0.122;1HuCxYLgPr6D8SipretX1m;Sind die Lichter angezündet;Rundfunk-Kinderchor Berlin;127107.0
36675;0.0987;0.872;5bttUhX2smfy7urwlidPfG;Imagination;Shiloh Dynasty,Patient Zero;104784.0
36705;0.795;0.431;2IWtloZYQDcP8Ashwx8QEF;Black Out Days;Phantogram;227160.0
36706;0.758;0.424;0PERS23jNsjcjBywXLvpyc;When I'm Small;Phantogram;249067.0
36711;0.815;0.219;6TO82rF4nqsBTwhHoSvnue;Mouthful of Diamonds;Phantogram;253427.0
36725;0.482;0.618;3jTWd38NseaNnSuIK2Ybsp;4am;JBee;193714.0
36759;0.037;0.037;0XkcuWNLacWDwEDmvq4CCy;"Serenade in B-Flat Major, K. 361 ""Gran Partita"": III. Adagio";Wolfgang Amadeus Mozart,Orpheus Chamber Orchestra;330000.0
36769;0.0491;0.105;0Dabz2qrJNkyejX5FvfGPt;"Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59";Ludwig van Beethoven,Lang Lang;206373.0
36793;0.0986;0.191;7758c3SDs2OWMAjgI6q9hj;Canon and Gigue in D major - arr. Max Seiffert: 1. Canon;Johann Pachelbel,Berliner Philharmoniker,Herbert von Karajan,Frank Maus;306000.0
36796;0.0846;0.0586;0DqFXzLtKkj9JO421NJpl1;Suite No. 3 in D, BWV 1068: 2. Air;Johann Sebastian Bach,David Bell,Berliner Philharmoniker,Herbert von Karajan;363253.0
36800;0.163;0.212;2xQFN9Jxp93qROvYQoAn3C;"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto";Antonio Vivaldi,Joshua Bell,Academy of St. Martin in the Fields;204147.0
36806;0.0252;0.0936;4J0e4gEqaLQlG5EM0wws1K;An der schönen blauen Donau, Op.314;Johann Strauss II,Berliner Philharmoniker,Herbert von Karajan;707173.0
36811;0.498;0.138;5H0kIgpWNZm9HF6VkU4dow;Blast Off (feat. Pharrell Williams);Gesaffelstein,Pharrell Williams;235200.0
36866;0.873;0.846;2ZFu40Ik8VsUE9H87W0MmZ;KLK;Arca,ROSALÍA;227402.0
36979;0.351;0.45;7jWbXvrgdbkajU8L28ahn5;Highwayman;The Highwaymen,Willie Nelson,Johnny Cash,Waylon Jennings,Kris Kristofferson;182653.0
36987;0.844;0.543;03IdmP4frla6BCFZH6rkaF;God Gave Me You;Blake Shelton;229533.0
36993;0.796;0.447;5XAlARWvlqd79Wp835MFlS;Come Back As A Country Boy;Blake Shelton;221733.0
37028;0.883;0.614;1V7bZ9gEIwFQpm8yGxRHNA;If You Really Love Me (How Will I Know);David Guetta,MistaJam,John Newman;184390.0
37036;0.743;0.664;1LM5zQv5pBKPyO7rm7Uz6U;My Church;Maren Morris;197931.0
37048;0.57;0.334;7yFhA2fUsL2oIMWlw5DaHQ;The Bones;Maren Morris;197293.0
37050;0.718;0.596;3QftqIoFrzYaEOGrQdjWe7;New Rules;Dua Lipa;212000.0
37059;0.796;0.923;49gruEYzuJZoy4R2q5xVlT;Levitating (feat. DaBaby);Dua Lipa,DaBaby;203064.0
37060;0.693;0.49;5YDD6DuZ04mKQtm0avJTJd;Break My Heart;Dua Lipa;221820.0
37061;0.8;0.934;4gcD056im8FrahECIaTV70;Cold Heart - PNAU Remix;Elton John,Dua Lipa,PNAU;202735.0
